precio,marca,producto,Ean,Url,Categ
"$55,20
Por unidad
                                                                Llevando 2",Rexona,Jabón en barra Rexona sensible fresh 3 u. x 125 g.,7791293031989,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6910&p=2,Perfumería/Jabones/Jabones en barra/¡¡CYBER MONDAY!!/Perfumería/Jabones/40% Off en Supermercado/Cuidado personal/General/Rexona/¡¡BLACK CARREFOUR!!/2do al 80% en productos iguales/Perfumería/Jabones
"$137,40
Por unidad
                                                                Llevando 2",Dove,Acondicionador Dove reconstrucción completa 400 cc.,7791293004976,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6910&p=2,Perfumería/Cuidado del cabello/Acondicionadores/Dove/¡¡CYBER MONDAY!!/Perfumería/Cuidado del cabello/40% Off en Supermercado/Cuidado personal/General/¡¡GIGANTE!!/Perfumería/Cuidado del cabello/¡¡BLACK CARREFOUR!!/2do al 80% en productos iguales/Perfumería/Cuidado del cabello
"$293,00",Carefree,Protectores diarios Carefree protección largo 60 u.,7790010616812,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6910&p=2,Perfumería/Protección femenina/Protectores diarios/¡¡CYBER MONDAY!!/Perfumería/Higiene femenina/40% Off en Supermercado
"$106,00",Siempre Libre,Toallitas Siempre Libre especial con alas 16 u.,7790010669078,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6910&p=2,Perfumería/Protección femenina/Toallitas femeninas/¡¡CYBER MONDAY!!/Perfumería/Higiene femenina/40% Off en Supermercado
"$72,60
Por unidad
                                                                Llevando 2",Dove,Jabón líquido Dove original 220 cc.,7791293022260,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6910&p=2,Perfumería/Jabones/Jabones líquidos/¡¡CYBER MONDAY!!/30% Off en Supermercado/Perfumería/Jabones/Cuidado personal/General/¡¡BLACK CARREFOUR!!/2do al 80% en productos iguales/Perfumería/Jabones
"$189,00",Always,Toallitas Always maxi protección nocturna con alas 16 u.,7506339391572,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6910&p=2,Perfumería/Protección femenina/Toallitas femeninas/¡¡CYBER MONDAY!!/Perfumería/Higiene femenina/40% Off en Supermercado/¡¡GIGANTE!!/Perfumería/Higiene femenina/Procter
"$156,00",Colgate,Pasta dental Colgate total 12 clean mint 90 g.,7793100111143,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6910&p=2,Perfumería/Cuidado dental/Pasta dental/¡¡CYBER MONDAY!!/Perfumería/Cuidado oral/40% Off en Supermercado/¡¡GIGANTE!!/Perfumería/Cuidado de la piel
"$231,00",Colgate,Pasta dental Colgate total 12 salud visible 133 g.,7509546076591,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6910&p=2,Perfumería/Cuidado dental/Pasta dental/¡¡CYBER MONDAY!!/Perfumería/Cuidado oral/40% Off en Supermercado/¡¡GIGANTE!!/Perfumería/Cuidado de la piel
"$150,00",Vegetalex,Medallón de espinaca Vegetalex vegano 4 u.,7790174000632,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6882&p=2,Congelados/Hamburguesas/¡¡CYBER MONDAY!!/Papas y medallones/40% Off en Supermercado/Congelados
"$49,20
Por unidad
                                                                Llevando 2",Paty,Hamburguesa Paty finita 2 u.,7790670050728,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6882&p=2,Congelados/Hamburguesas/¡¡CYBER MONDAY!!/Hamburguesas/40% Off en Supermercado/Congelados/¡¡BLACK CARREFOUR!!/2do al 80% en productos iguales/Congelados/Hamburguesas
"$125,00",Vegetalex,Medallones de calabaza avena y chía Vegetalex vegano 4 u.,7790174001219,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6882&p=2,Congelados/Hamburguesas/¡¡CYBER MONDAY!!/Papas y medallones/40% Off en Supermercado/Congelados
"$101,00",Paty,Milanesa de carne Paty 2 u.,7790670050957,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6882&p=2,Congelados/Nuggets y rebozados/¡¡CYBER MONDAY!!/Milanesas de soja y rebozados/40% Off en Supermercado/Congelados
"$125,00",Vegetalex,Medallones de legumbres y quinoa Vegetalex vegano 4 u.,7790174001202,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6882&p=2,Congelados/Hamburguesas/¡¡CYBER MONDAY!!/Papas y medallones/40% Off en Supermercado/Congelados
"$49,50
Por unidad
                                                                Llevando 2",Granja Del Sol,Medallón quinoa y espinaca Granja del Sol veggies vegano 2 u.,7790070035349,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6882&p=2,Congelados/Verduras y frutas/Medallones y rebozados/¡¡CYBER MONDAY!!/50% Off en Supermercado/Congelados/Medallones viggie/¡¡GIGANTE!!/Congelados/Verduras y frutas/50%Carrusel/¡¡BLACK CARREFOUR!!/2x1 en productos iguales/Congelados/Medallones veggie
"$213,60
Por unidad
                                                                Llevando 2",Paty,Hamburguesa Paty grande 4 u.,7790670050605,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6882&p=2,Congelados/Hamburguesas/¡¡CYBER MONDAY!!/Hamburguesas/40% Off en Supermercado/Congelados/¡¡BLACK CARREFOUR!!/2do al 80% en productos iguales/Congelados/Hamburguesas
"$75,00
Por unidad
                                                                Llevando 2",Vegetalex,Milanesa de soja Vegetalex cebolla 4 u.,7790174000564,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6882&p=2,Congelados/Nuggets y rebozados/¡¡CYBER MONDAY!!/Milanesas de soja y rebozados/40% Off en Supermercado/Congelados/¡¡BLACK CARREFOUR!!/2do al 80% en productos iguales/Congelados/Milanesas de soja y rebozados de pollo
"$93,60
Por unidad
                                                                Llevando 2",Paty,Medallon de carne Paty con queso provolone 2 u.,7790670051312,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6882&p=2,Congelados/Hamburguesas/¡¡CYBER MONDAY!!/Hamburguesas/40% Off en Supermercado/Congelados/¡¡BLACK CARREFOUR!!/2do al 80% en productos iguales/Congelados/Hamburguesas
"$150,00",Vegetalex,Medallón de verdura Vegetalex vegano 4 u.,7790174000625,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6882&p=2,Congelados/Hamburguesas/Verduras y frutas/Medallones y rebozados/¡¡CYBER MONDAY!!/Papas y medallones/40% Off en Supermercado/Congelados
"$89,90",,Pollo entero fresco x kg.,2303434000003.jpg,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6844&p=2,Carnes y pescados/Pollo y granja
"$96,00",Milkaut,Dulce de leche Milkaut familiar 400 g.,7794820014608,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6853&p=2,Desayuno y merienda/Dulce de leche y mermeladas/Lácteos y productos frescos/Dulce de leche/¡¡CYBER MONDAY!!/Dulce de leche/30% Off en Supermercado/Desayuno y merienda/Dulce de leche/30%Carrusel
"$42,00",Bonafide,Garrapiñada Bonafide 100 g.,7792360071266,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6818&p=2,"Golosinas y snacks/Bocaditos, confites y turrones/¡Felices Fiestas!/Confituras"
"$259,00",,Vacío de novillo x kg.,2302634000004,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6844&p=2,Carnes y pescados/Carne vacuna
"$294,90",,Ojo de bife de novillo x kg.,2302632000006,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6844&p=2,Carnes y pescados/Carne vacuna
"$259,00",,Cuadril de novillo x kg.,2302743000001,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6844&p=2,Carnes y pescados/Carne vacuna
"$327,00",,Milanesa de peceto novillo x kg.,2302740000004,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6844&p=2,Carnes y pescados/Carne vacuna
"$354,90",,Milanesa de peceto de novillito x kg.,2302001000002.jpg,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6844&p=2,Carnes y pescados/Carne vacuna
"$199,00",,Tapa de nalga de novillo x kg.,2302734000003,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6844&p=2,Carnes y pescados/Carne vacuna
"$319,00",,Peceto de novillo x kg.,2302736000001,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6844&p=2,Carnes y pescados/Carne vacuna
"$469,00",,Lomo al medio de ternera x kg.,2301681000005,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6844&p=2,Carnes y pescados/Carne vacuna
"$293,90",,Bife de chorizo de novillo bifes x kg.,2302630000008,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6844&p=2,Carnes y pescados/Carne vacuna
"$77,00",Tregar,Crema de leche Tregar 200 cc.,7793913000115.jpg,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6853&p=2,Lácteos y productos frescos/Cremas de leche/¡¡CYBER MONDAY!!/30% Off en Supermercado/Lácteos y productos frescos/Cremas de leche
"$62,00",Milkaut,Leche larga vida entera Milkaut 1 l.,7794820001936,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6853&p=2,Almacén/Leches en polvo y larga vida/Leches larga vida/Lácteos y productos frescos/Leches/Leches enteras/Productos IVA 0%/Almacén/Lácteos y productos frescos/¡¡CYBER MONDAY!!/30% Off en Supermercado/Leches larga vida
"$85,00",Milkaut,Queso crematto light Milkaut 290 g.,7794820901588,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6853&p=2,Lácteos y productos frescos/Quesos untables y ricotta/Quesos y fiambres/Quesos untables y ricotta/¡¡CYBER MONDAY!!/30% Off en Supermercado/Lácteos y productos frescos/Quesos untables y ricotta
"$130,50",Granja Iris,Salchichas Granja Iris tipo viena sin piel 10 u.,7793940261008,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6853&p=2,Lácteos y productos frescos/Salchichas/Quesos y fiambres/Salchichas/¡¡CYBER MONDAY!!/Lácteos y productos frescos/40% Off en Supermercado/Salchichas/¡¡GIGANTE!!/Lácteos y productos frescos/Salchichas
"$93,00",Granja Iris,Salchichas light Granja Iris sin piel 5 u.,7798164602996,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6853&p=2,Lácteos y productos frescos/Salchichas/Quesos y fiambres/Salchichas/¡¡CYBER MONDAY!!/Lácteos y productos frescos/40% Off en Supermercado/Salchichas/¡¡GIGANTE!!/Lácteos y productos frescos/Salchichas
"$86,00",Milkaut,Crema de leche Milkaut doble 200 cc.,7794820015155,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6853&p=2,Lácteos y productos frescos/Cremas de leche/¡¡CYBER MONDAY!!/30% Off en Supermercado/Lácteos y productos frescos/Cremas de leche
"$105,00",Finlandia,Queso fundido light Finlandia gruyere 200 g.,7790742166104,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6853&p=2,Lácteos y productos frescos/Quesos untables y ricotta/Quesos y fiambres/Quesos untables y ricotta/¡¡CYBER MONDAY!!/Lácteos y productos frescos/Quesos untables y ricotta/40% Off en Supermercado
"$105,00",Finlandia,Queso fundido light Finlandia balance 200 g.,7790742165800,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6853&p=2,Lácteos y productos frescos/Quesos untables y ricotta/Quesos y fiambres/Quesos untables y ricotta/¡¡CYBER MONDAY!!/Lácteos y productos frescos/Quesos untables y ricotta/40% Off en Supermercado
"$238,00",Milkaut,Dulce de leche repostero Milkaut 1 kg.,7794820001547,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6853&p=2,Desayuno y merienda/Dulce de leche y mermeladas/Lácteos y productos frescos/Dulce de leche/¡¡CYBER MONDAY!!/Dulce de leche/30% Off en Supermercado/Desayuno y merienda/Dulce de leche
"$43,80",Bonafide,Turrón crocante de maní Bonafide 100 g.,7792360071686,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6818&p=2,"Golosinas y snacks/Bocaditos, confites y turrones/¡Felices Fiestas!/Turrones"
"$51,00",Bonafide,Turrón de maní con chocolate Bonafide 100 g.,7792360071693,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6818&p=2,"Golosinas y snacks/Bocaditos, confites y turrones/¡Felices Fiestas!/Turrones"
"$43,00",Bonafide,Turrón de maní y miel Bonafide 100 g.,7792360071709,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6818&p=2,"Golosinas y snacks/Bocaditos, confites y turrones/¡Felices Fiestas!/Turrones"
"$63,00",Bonafide,Turrón de maní con miel tipo cremona Bonafide 200 g.,7792360091615,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6818&p=2,"Golosinas y snacks/Bocaditos, confites y turrones/¡Felices Fiestas!/Turrones"
"$98,00",Lay's,Papas fritas Lay's clásicas 150 g.,7790310922316,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6818&p=2,Golosinas y snacks/Papas fritas y snacks de maíz/¡¡CYBER MONDAY!!/Snacks/Papas fritas/40% Off en Supermercado/¡¡GIGANTE!!/40%Carrusel
"$164,00",Lay's,Papas fritas Lay's clásicas 250 g.,7790310981191,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6818&p=2,Golosinas y snacks/Papas fritas y snacks de maíz/¡¡CYBER MONDAY!!/Snacks/Papas fritas/40% Off en Supermercado/¡¡GIGANTE!!
"$130,00",Milka,Chocolate Milka aireado 100 g.,7622300800291,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6818&p=2,Golosinas y snacks/Chocolates/¡¡CYBER MONDAY!!/50% Off en Supermercado/Golosinas/Chocolates/Milka
"$130,00",Milka,Chocolate Milka leger con almendras 100 g.,7622300800307,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6818&p=2,Golosinas y snacks/Chocolates/¡¡CYBER MONDAY!!/50% Off en Supermercado/Golosinas/Chocolates/Milka
"$25,00",Beldent,Chicle Beldent menta 10 g.,77942371,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6818&p=2,"Golosinas y snacks/Chicles/¡¡CYBER MONDAY!!/50% Off en Supermercado/Golosinas/Caramelos, gomitas, chicles y chupetines/Beldent"
"$244,50
Por unidad
                                                                Llevando 2",Nescafé Dolce Gusto,Cápsulas de café Nescafé Dolce Gusto cortado 16 u.,7613032396350,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6787&p=2,Desayuno y merienda/Infusiones/Cápsulas de café/¡¡CYBER MONDAY!!/30% Off en Supermercado/Desayuno y merienda/Café y cápsulas de café/¡¡BLACK CARREFOUR!!/2x1 en productos iguales/Desayuno y merienda/Cápsulas de café y cacao en polvo/2x1 BLACK
"$140,00",La Merced,Yerba mate La Merced de campo 500 g.,7790387015508,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6787&p=2,Desayuno y merienda/Yerba/Productos IVA 0%/Desayuno y merienda/¡¡CYBER MONDAY!!/30% Off en Supermercado/Desayuno y merienda/Yerba
"$244,50
Por unidad
                                                                Llevando 2",Nescafé Dolce Gusto,Cápsulas de café Nescafé Dolce Gusto espresso 16 u.,7501059273252,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6787&p=2,Desayuno y merienda/Infusiones/Cápsulas de café/¡¡CYBER MONDAY!!/30% Off en Supermercado/Desayuno y merienda/Café y cápsulas de café/30%Carrusel/¡¡BLACK CARREFOUR!!/2x1 en productos iguales/Desayuno y merienda/Cápsulas de café y cacao en polvo
"$32,00
Por unidad
                                                                Llevando 2",Dos Hermanos,Galletas de arroz Dos Hermanos slim sin sal 100 g.,7790503198689,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6787&p=2,Desayuno y merienda/Galletitas bizcochitos y tostadas/Galletas de arroz/¡¡CYBER MONDAY!!/50% Off en Supermercado/Galletitas/Desayuno y merienda/¡¡BLACK CARREFOUR!!/2x1 en productos iguales/Desayuno y merienda/Galletitas bizcochitos y tostadas
"$84,00
Por unidad
                                                                Llevando 2",Oreo,Galletitas Oreo golden 3 x 117 g.,7622300869892,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6787&p=2,Desayuno y merienda/Galletitas bizcochitos y tostadas/Galletitas dulces/¡¡CYBER MONDAY!!/30% Off en Supermercado/Desayuno y merienda/Galletitas dulces/¡¡BLACK CARREFOUR!!/2do al 80% en productos iguales/Desayuno y merienda/Galletitas dulces
"$96,00",Milkaut,Dulce de leche Milkaut familiar 400 g.,7794820014608,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6787&p=2,Desayuno y merienda/Dulce de leche y mermeladas/Lácteos y productos frescos/Dulce de leche/¡¡CYBER MONDAY!!/Dulce de leche/30% Off en Supermercado/Desayuno y merienda/Dulce de leche/30%Carrusel
"$173,00",CBSé,Yerba mate CBSé con hierbas serranas 1 kg.,7790710000126,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6787&p=2,Desayuno y merienda/Yerba/Productos IVA 0%/Desayuno y merienda/¡¡CYBER MONDAY!!/30% Off en Supermercado/Desayuno y merienda/Yerba
"$90,00",Cerealitas,Galletitas Cerealitas avena y chocolate 231 g.,7622300872816,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6787&p=2,Desayuno y merienda/Galletitas bizcochitos y tostadas/Galletitas dulces/¡¡CYBER MONDAY!!/30% Off en Supermercado/Desayuno y merienda/Galletitas dulces/¡¡GIGANTE!!/Desayuno y merienda/Galletitas dulces
"$90,00",Cerealitas,Galletitas Cerealitas avena y coco 231 g.,7622300872830,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6787&p=2,Desayuno y merienda/Galletitas bizcochitos y tostadas/Galletitas dulces/¡¡CYBER MONDAY!!/30% Off en Supermercado/Desayuno y merienda/Galletitas dulces/¡¡GIGANTE!!/Desayuno y merienda/Galletitas dulces
"$62,00",Cerealitas,Galletitas Cerealitas clásicas 200 g.,7622300840259,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6787&p=2,"Desayuno y merienda/Galletitas bizcochitos y tostadas/Galletitas dulces/¡¡CYBER MONDAY!!/30% Off en Supermercado/Desayuno y merienda/Galletitas, bizcochitos y tostadas/¡¡GIGANTE!!/Desayuno y merienda/Galletitas bizcochitos y tostadas"
"$62,00",Milkaut,Leche larga vida descremada Milkaut 1 l.,7794820001943,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6734&p=2,Almacén/Leches en polvo y larga vida/Leches larga vida/Lácteos y productos frescos/Leches/Leches descremadas/Productos IVA 0%/Almacén/Lácteos y productos frescos/¡¡CYBER MONDAY!!/30% Off en Supermercado/Leches larga vida
"$66,00",Lulemuu,Barra de arroz Lulemuu de chocolate con semillas 3 u. sin TACC,7798146300582,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7046&p=2,Desayuno y merienda/Cereales y barritas/Barritas de cereales/Golosinas y snacks/Barritas de cereal y arroz/Sin TACC/Desayuno y Merienda/Alfajores y Barritas
"$179,00",Hellmann's,Mayonesa light Hellmann's 950 cc.,7794000960152,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6734&p=2,"Almacén/Sal, aderezos y saborizadores/Salsas y aderezos/¡¡CYBER MONDAY!!/Almacén/Aderezos y saborizadores/40% Off en Supermercado/Alimentos/General/¡¡GIGANTE!!/Almacén/Aderezos y saborizadores"
"$130,00",Hellmann's,Mayonesa Hellmann's clásica 950 g.,7794000960077,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6734&p=2,"Almacén/Sal, aderezos y saborizadores/Salsas y aderezos/¡¡CYBER MONDAY!!/Almacén/Aderezos y saborizadores/40% Off en Supermercado/Alimentos/General/¡¡GIGANTE!!/Almacén/Aderezos y saborizadores"
"$113,00",Knorr,Sopa instantánea Knorr Quick light zapallo 5 sobres,7794000598515,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6734&p=2,"Almacén/Sopas/Caldos, sopas y comidas listas/¡¡CYBER MONDAY!!/Almacén/Caldos, sopas y comidas listas/40% Off en Supermercado/Alimentos/General/¡¡GIGANTE!!/Almacén/Caldos y sopas"
"$82,00",Knorr,Puré de papas Knorr 125 g.,7794000598805,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6734&p=2,"Almacén/Purés instantáneos/Caldos, sopas y comidas listas/¡¡CYBER MONDAY!!/Almacén/Caldos, sopas y comidas listas/40% Off en Supermercado/Alimentos/General"
"$70,80
Por unidad
                                                                Llevando 2",Exquisita,Premezcla para bizcochuelo Exquisita chocolate especial 540 g.,7790070410146,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6734&p=2,Almacén/Harinas/Premezclas dulces/Repostería y Postres/¡¡CYBER MONDAY!!/Almacén/Premezcla para bizcochuelos/40% Off en Supermercado/¡¡BLACK CARREFOUR!!/2do al 80% en productos iguales/Almacén/Premezclas para bizcochuelos
"$76,00",Hellmann's,Ketchup Hellmann's 250 g.,7794000960275,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6734&p=2,"Almacén/Sal, aderezos y saborizadores/Salsas y aderezos/¡¡CYBER MONDAY!!/Almacén/Aderezos y saborizadores/40% Off en Supermercado/Alimentos/General/¡¡GIGANTE!!/Almacén/Aderezos y saborizadores"
"$62,00",Milkaut,Leche larga vida entera Milkaut 1 l.,7794820001936,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6734&p=2,Almacén/Leches en polvo y larga vida/Leches larga vida/Lácteos y productos frescos/Leches/Leches enteras/Productos IVA 0%/Almacén/Lácteos y productos frescos/¡¡CYBER MONDAY!!/30% Off en Supermercado/Leches larga vida
"$113,00",Knorr,Sopa instantánea Knorr Quick light vegetales 5 sobres,7794000598591,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6734&p=2,"Almacén/Sopas/Caldos, sopas y comidas listas/¡¡CYBER MONDAY!!/Almacén/Caldos, sopas y comidas listas/40% Off en Supermercado/Alimentos/General/¡¡GIGANTE!!/Almacén/Caldos y sopas"
"$81,00",Knorr,Caldos en cubo Knorr gallina 12 u.,7794000597525,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6734&p=2,"Almacén/Caldos/Caldos, sopas y comidas listas/¡¡CYBER MONDAY!!/Almacén/Caldos, sopas y comidas listas/40% Off en Supermercado/¡¡GIGANTE!!/Almacén/Caldos y sopas"
"$72,00",Carrefour,Galletitas vainillas Carrefour 480 g.,7798033338049,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7054&p=2,Desayuno y merienda/Galletitas bizcochitos y tostadas/Galletitas dulces/Productos Carrefour/Desayuno y merienda
"$57,93
Por unidad
                                                                Llevando 3",Schweppes,Gaseosa Schweppes sin azúcares pomelo 2.25 l.,7790895010095,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6698&p=2,Bebidas/Gaseosas/Precios económicos/Bebidas/¡¡CYBER MONDAY!!/30% Off en Supermercado/Bebidas/Gaseosas/¡¡GIGANTE!!/2do al 50% con Mi Carrefour en productos iguales/Bebidas/Gaseosas/¡¡BLACK CARREFOUR!!/3x2 con Mi Carrefour en productos iguales/Gaseosas
"$58,00",Viavita,Fajitas ViaVita clásicas 100 g. SIN TACC,7798195940128,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7046&p=2,"Desayuno y merienda/Galletitas bizcochitos y tostadas/Tostadas, grisines y marineras/Sin TACC/Desayuno y Merienda"
"$19,50
Por unidad
                                                                Llevando 2",Krachitos,Bizcochos de arroz Krachitos crema y cebolla 50 g. sin TACC,7794520867771,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7046&p=2,"Desayuno y merienda/Galletitas bizcochitos y tostadas/Galletas de arroz/Sin TACC/Desayuno y Merienda/¡¡CYBER MONDAY!!/Snacks/Nachos, palitos y otros snacks salados/40% Off en Supermercado/¡¡BLACK CARREFOUR!!/2do al 80% en productos iguales/Snacks/Nachos palitos y otros snacks salados"
"$40,40",Crisppino,Galletas de arroz Crisppino jamón 50 g. sin TACC,7798199770035,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7046&p=2,Desayuno y merienda/Galletitas bizcochitos y tostadas/Galletas de arroz/Sin TACC/Desayuno y Merienda
"$127,00",Smams,Galletitas crackers Smams mix semillas 150 g. SIN TACC,7798181510229,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7046&p=2,Desayuno y merienda/Galletitas bizcochitos y tostadas/Galletitas de agua/Sin TACC/Desayuno y Merienda
"$70,00",Santa María,Galletitas Santa María chocolate 200 g. sin TACC,7798079230017,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7046&p=2,Desayuno y merienda/Galletitas bizcochitos y tostadas/Galletitas dulces/Sin TACC/Desayuno y Merienda
"$95,00",Santa María,Galletitas vainillas Santa María 180 g. sin TACC,7798079230062,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7046&p=2,Desayuno y merienda/Galletitas bizcochitos y tostadas/Galletitas dulces/Sin TACC/Desayuno y Merienda
"$96,00",Maizena,Premezcla para bizcochuelo Maizena vainilla 500 g. sin TACC,7794000001992,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7046&p=2,Almacén/Harinas/Premezclas dulces/Repostería y Postres/Premezclas dulces/Sin TACC/Harinas y Premezclas/¡¡CYBER MONDAY!!/Almacén/Premezcla para bizcochuelos/40% Off en Supermercado/Alimentos/General
"$30,00
Por unidad
                                                                Llevando 2",Krachitos,Bizcochos de arroz Krachitos queso 100 g. sin TACC,7794520867764,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7046&p=2,"Desayuno y merienda/Galletitas bizcochitos y tostadas/Galletas de arroz/Sin TACC/Desayuno y Merienda/¡¡CYBER MONDAY!!/Snacks/Nachos, palitos y otros snacks salados/40% Off en Supermercado/¡¡BLACK CARREFOUR!!/2do al 80% en productos iguales/Snacks/Nachos palitos y otros snacks salados"
"$19,50
Por unidad
                                                                Llevando 2",Krachitos,Bizcochos de arroz Krachitos queso 50 g. sin TACC,7794520867757,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7046&p=2,"Desayuno y merienda/Galletitas bizcochitos y tostadas/Galletas de arroz/Sin TACC/Desayuno y Merienda/¡¡CYBER MONDAY!!/Snacks/Nachos, palitos y otros snacks salados/40% Off en Supermercado/¡¡BLACK CARREFOUR!!/2do al 80% en productos iguales/Snacks/Nachos palitos y otros snacks salados"
"$65,50",Ópera,Obleas Ópera clásicas 4 u. x 55 g.,7790040008175,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7074&p=2,Desayuno y merienda/Galletitas bizcochitos y tostadas/Galletitas dulces/Precios económicos/Desayuno y merienda
"$32,00",Carrefour,Galletitas pepas Carrefour 300 g.,7798033336410,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7054&p=2,Desayuno y merienda/Galletitas bizcochitos y tostadas/Galletitas dulces/Productos Carrefour/Desayuno y merienda
"$37,50",Carrefour,Choclo amarillo Carrefour entero 350 g.,7798111009557,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7054&p=2,Almacén/Enlatados y Conservas/Productos Carrefour/Almacén/Precios económicos/Almacén/Productos IVA 0%/Almacén/Enlatados y conservas/Conservas de legumbres y vegetales
"$24,00",Carrefour,Arvejas secas remojadas Carrefour 350 g.,7798111009526,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7054&p=2,Almacén/Enlatados y Conservas/Productos Carrefour/Almacén/Productos IVA 0%/Almacén/Enlatados y conservas/Conservas de legumbres y vegetales
